po_id,po_date,supplier_id,material_id,scheduled_delivery_date,actual_delivery_date,currency,po_value,actual_cost
104329,2024-08-26,SUP-033,MAT-238,2024-09-28,2024-09-27,USD,23713.5,24738.78
104330,2024-03-28,SUP-018,MAT-208,2024-04-26,2024-05-03,USD,23944.11,25857.75
104331,2024-06-02,SUP-026,MAT-230,2024-07-05,2024-07-03,USD,23556.02,24171.29
104332,2024-12-25,SUP-023,MAT-232,2025-01-16,2025-01-18,EUR,6886.45,6548.22
104333,2024-12-18,SUP-030,MAT-239,2025-01-06,2025-01-04,EUR,17439.7,16519.83
104334,2025-04-27,SUP-005,MAT-201,2025-05-19,2025-05-21,USD,24200.5,26155.23
104335,2025-04-02,SUP-019,MAT-203,2025-04-25,2025-04-23,EUR,17646.06,17851.18
104336,2024-04-27,SUP-001,MAT-235,2024-05-08,2024-05-08,USD,2256.03,2215.81
104337,2025-06-11,SUP-031,MAT-236,2025-06-30,2025-07-02,USD,24028.85,24959.9
104338,2024-11-06,SUP-017,MAT-226,2024-12-05,2024-12-05,USD,6988.61,7184.51
104339,2024-08-21,SUP-027,MAT-228,2024-09-17,2024-09-15,USD,5629.02,6161.86
104340,2024-07-12,SUP-024,MAT-206,2024-08-16,2024-08-18,USD,5787.58,5407.21
104341,2024-12-05,SUP-021,MAT-215,2024-12-21,2024-12-21,EUR,19737.36,19459.25
104342,2025-02-12,SUP-001,MAT-216,2025-03-08,2025-03-13,USD,18723.47,20879.7
104343,2025-05-23,SUP-023,MAT-233,2025-06-21,2025-06-23,USD,20755.85,19712.93
104344,2024-08-15,SUP-028,MAT-239,2024-08-29,2024-09-06,USD,21908.91,22013.64
104345,2024-10-21,SUP-002,MAT-235,2024-10-31,2024-11-08,USD,15909.52,14534.31
104346,2025-04-20,SUP-004,MAT-219,2025-06-01,2025-06-03,USD,12696.89,14415.05
104347,2024-03-09,SUP-032,MAT-218,2024-03-28,2024-03-29,EUR,17813.46,17290.89
104348,2024-04-01,SUP-009,MAT-216,2024-05-14,2024-05-11,EUR,9767.27,9725.94
104349,2025-03-07,SUP-011,MAT-236,2025-03-25,2025-03-23,EUR,16024.94,16786.88
104350,2024-02-04,SUP-012,MAT-219,2024-03-18,2024-03-16,USD,5485.16,5772.51
104351,2025-06-26,SUP-008,MAT-225,2025-07-23,2025-07-25,USD,17422.79,17960.84
104352,2024-10-21,SUP-009,MAT-232,2024-11-20,2024-11-21,EUR,5273.46,5831.91
104353,2024-01-01,SUP-027,MAT-230,2024-01-21,2024-01-28,USD,2729.27,2930.37
104354,2024-05-03,SUP-006,MAT-234,2024-06-01,2024-05-28,USD,2476.96,2960.78
104355,2024-11-10,SUP-006,MAT-226,2024-12-16,2024-12-14,USD,7681.04,7737.23
104356,2024-05-26,SUP-018,MAT-222,2024-06-16,2024-06-17,USD,24661.36,26897.33
104357,2025-03-16,SUP-029,MAT-234,2025-04-22,2025-04-23,USD,15538.16,16566.97
104358,2024-05-08,SUP-008,MAT-240,2024-05-25,2024-05-27,USD,22264.15,23151.9
104359,2025-01-05,SUP-020,MAT-220,2025-01-19,2025-01-28,EUR,16536.67,17985.99
104360,2024-01-18,SUP-007,MAT-225,2024-02-29,2024-02-29,USD,6595.43,7925.36
104361,2025-04-06,SUP-023,MAT-206,2025-04-21,2025-04-20,USD,6676.86,7224.67
104362,2025-06-07,SUP-015,MAT-209,2025-07-19,2025-07-13,EUR,12793.86,11635.34
104363,2025-01-08,SUP-026,MAT-206,2025-02-13,2025-02-17,EUR,18180.15,18710.33
104364,2025-01-25,SUP-037,MAT-229,2025-02-15,2025-02-19,USD,19158.12,19749.98
104365,2024-06-11,SUP-023,MAT-229,2024-07-11,2024-07-07,USD,14101.87,13973.6
104366,2024-09-13,SUP-004,MAT-213,2024-10-10,2024-10-10,USD,10560.43,10381.91
104367,2024-09-19,SUP-025,MAT-204,2024-09-27,2024-10-01,EUR,16998.06,19125.89
104368,2024-04-17,SUP-016,MAT-214,2024-05-30,2024-06-04,EUR,5324.07,5647.93
104369,2025-05-04,SUP-008,MAT-229,2025-06-16,2025-06-11,USD,16433.46,16960.9
104370,2025-05-05,SUP-013,MAT-227,2025-05-12,2025-05-12,USD,6860.12,7244.28
104371,2024-03-31,SUP-034,MAT-200,2024-04-15,2024-04-19,USD,9641.71,9410.35
104372,2024-03-22,SUP-023,MAT-217,2024-04-03,2024-04-02,USD,19134.98,19304.16
104373,2024-02-18,SUP-018,MAT-207,2024-03-14,2024-03-14,USD,13933.49,15076.09
104374,2024-04-02,SUP-023,MAT-217,2024-05-01,2024-05-02,USD,4924.1,5024.92
104375,2024-05-18,SUP-033,MAT-231,2024-06-25,2024-06-23,EUR,4724.6,4626.5
104376,2024-03-01,SUP-015,MAT-238,2024-03-15,2024-03-11,EUR,16298.13,18280.96
104377,2025-01-29,SUP-020,MAT-239,2025-02-20,2025-03-02,USD,8557.51,8707.51
104378,2025-05-23,SUP-018,MAT-230,2025-05-31,2025-05-31,USD,19541.19,19299.64
104379,2024-01-31,SUP-035,MAT-237,2024-03-13,2024-03-14,USD,7256.16,7561.27
104380,2025-01-26,SUP-006,MAT-218,2025-02-18,2025-02-14,EUR,10129.38,11067.17
104381,2025-03-02,SUP-037,MAT-225,2025-03-26,2025-04-01,USD,7734.19,7969.86
104382,2025-01-02,SUP-018,MAT-227,2025-01-20,2025-01-22,EUR,11953.63,13042.54
104383,2025-06-12,SUP-034,MAT-212,2025-07-21,2025-07-18,USD,17086.06,16402.42
104384,2024-05-25,SUP-029,MAT-216,2024-06-03,2024-06-05,USD,9526.68,9945.42
104385,2024-05-10,SUP-035,MAT-204,2024-05-31,2024-05-31,USD,17721.85,17006.16
104386,2024-01-19,SUP-029,MAT-216,2024-02-04,2024-02-13,USD,24212.95,22885.37
104387,2025-03-30,SUP-025,MAT-230,2025-04-07,2025-04-08,USD,11195.67,11544.9
104388,2025-04-09,SUP-023,MAT-218,2025-04-24,2025-05-02,USD,4141.55,4171.74
104389,2024-11-04,SUP-008,MAT-239,2024-11-18,2024-11-23,USD,13570.57,12705.06
104390,2024-03-09,SUP-012,MAT-214,2024-04-09,2024-04-11,USD,6026.28,6170.69
104391,2024-05-21,SUP-020,MAT-233,2024-06-11,2024-06-10,USD,3418.33,3644.27
104392,2024-07-16,SUP-004,MAT-209,2024-08-15,2024-08-16,USD,21418.88,24360.81
104393,2025-01-31,SUP-032,MAT-220,2025-03-06,2025-03-03,USD,6192.07,6353.9
104394,2025-01-15,SUP-018,MAT-225,2025-02-11,2025-02-18,EUR,21159.01,21470.19
104395,2024-06-10,SUP-028,MAT-234,2024-06-22,2024-06-22,USD,17663.55,18057.1
104396,2025-01-02,SUP-035,MAT-208,2025-01-28,2025-01-25,USD,23799.55,20788.11
104397,2025-04-17,SUP-011,MAT-211,2025-05-17,2025-05-15,USD,8437.31,8969.95
104398,2024-03-07,SUP-029,MAT-222,2024-03-21,2024-03-21,USD,24144.72,23275.79
104399,2024-09-03,SUP-040,MAT-208,2024-09-15,2024-09-18,USD,24431.22,27063.71
104400,2025-04-11,SUP-040,MAT-230,2025-05-22,2025-05-27,EUR,18158.91,18956.31
104401,2024-12-27,SUP-036,MAT-212,2025-02-01,2025-01-29,USD,17680.2,18837.08
104402,2024-08-11,SUP-012,MAT-201,2024-09-13,2024-09-14,USD,22445.92,23478.15
104403,2025-03-08,SUP-025,MAT-227,2025-03-22,2025-03-24,USD,8553.65,8100.57
104404,2024-10-21,SUP-001,MAT-206,2024-10-28,2024-11-02,USD,23547.56,24077.64
104405,2024-04-22,SUP-013,MAT-206,2024-05-06,2024-05-06,USD,7835.05,7138.7
104406,2024-04-01,SUP-026,MAT-235,2024-05-06,2024-05-10,USD,18783.22,21324.9
104407,2024-01-25,SUP-021,MAT-236,2024-03-01,2024-03-03,EUR,4323.44,4347.54
104408,2025-04-06,SUP-006,MAT-223,2025-05-17,2025-05-24,USD,19584.08,20544.05
104409,2024-11-30,SUP-015,MAT-209,2024-12-11,,EUR,13990.24,13014.82
104410,2025-01-20,SUP-023,MAT-229,2025-02-12,2025-02-13,USD,15043.08,15913.23
104411,2024-08-13,SUP-035,MAT-223,2024-08-30,2024-09-04,USD,22298.87,21970.82
104412,2025-06-27,SUP-003,MAT-234,2025-07-27,2025-08-06,USD,14686.55,16510.32
104413,2024-02-27,SUP-020,MAT-202,2024-03-17,2024-03-14,USD,12751.46,13800.28
104414,2024-08-22,SUP-033,MAT-226,2024-10-05,2024-10-09,USD,15277.78,15473.21
104415,2024-05-02,SUP-038,MAT-217,2024-05-25,2024-05-26,USD,9229.72,9232.15
104416,2024-01-08,SUP-032,MAT-211,2024-02-14,2024-02-16,EUR,10959.45,9625.12
104417,2024-12-10,SUP-005,MAT-215,2025-01-15,2025-01-09,USD,9116.08,8268.35
104418,2025-06-29,SUP-028,MAT-234,2025-07-27,2025-08-03,USD,16787.85,17868.49
104419,2024-10-06,SUP-040,MAT-210,2024-11-12,2024-11-11,USD,15926.38,16989.73
104420,2025-02-11,SUP-029,MAT-215,2025-03-14,2025-03-16,USD,9557.09,9360.92
104421,2024-03-23,SUP-038,MAT-238,2024-04-04,2024-04-21,USD,17586.94,17135.41
104422,2025-03-07,SUP-027,MAT-201,2025-03-29,2025-03-26,USD,8012.84,8373.97
104423,2024-09-27,SUP-037,MAT-220,2024-10-05,2024-10-06,USD,3064.09,3376.96
104424,2024-12-19,SUP-040,MAT-201,2025-01-04,2025-01-02,EUR,19353.11,18558.42
104425,2025-03-03,SUP-016,MAT-231,2025-04-08,2025-04-11,USD,11989.18,12492.25
104426,2024-04-02,SUP-022,MAT-220,2024-04-17,2024-04-23,USD,8199.83,9261.14
104427,2025-03-23,SUP-023,MAT-231,2025-05-06,2025-05-08,USD,3306.18,3798.67
104428,2025-05-17,SUP-005,MAT-234,2025-06-15,2025-06-20,USD,14115.31,14703.92
104429,2025-06-26,SUP-006,MAT-227,2025-08-04,2025-08-04,EUR,8974.9,9524.14
104430,2025-02-06,SUP-019,MAT-219,2025-03-03,2025-03-12,USD,24561.21,27111.58
104431,2024-06-02,SUP-030,MAT-238,2024-06-27,2024-07-02,USD,23806.54,26219.91
104432,2024-02-29,SUP-002,MAT-217,2024-03-10,2024-03-06,USD,8265.42,8213.96
104433,2024-06-18,SUP-021,MAT-222,2024-07-07,2024-07-06,USD,15000.4,14800.09
104434,2024-01-16,SUP-018,MAT-221,2024-02-15,2024-02-13,USD,5253.31,5605.3
104435,2024-11-28,SUP-022,MAT-230,2024-12-09,2024-12-10,USD,16219.61,16524.14
104436,2024-08-19,SUP-018,MAT-215,2024-09-02,2024-09-03,USD,24631.17,27217.61
104437,2024-03-17,SUP-015,MAT-212,2024-04-06,2024-04-10,USD,20049.04,18233.32
104438,2024-03-05,SUP-009,MAT-238,2024-04-01,2024-03-28,USD,5741.65,6268.08
104439,2024-09-19,SUP-029,MAT-219,2024-10-21,2024-10-29,USD,22496.16,22465.19
104440,2025-05-19,SUP-021,MAT-211,2025-06-24,2025-06-24,USD,4929.66,4934.33
104441,2024-06-01,SUP-036,MAT-207,2024-06-19,2024-06-22,EUR,10152.4,10797.72
104442,2025-05-17,SUP-039,MAT-207,2025-05-24,2025-05-23,USD,7312.08,7172.75
104443,2024-10-26,SUP-005,MAT-201,2024-11-02,2024-10-31,USD,5083.86,5059.04
104444,2024-09-16,SUP-030,MAT-213,2024-10-01,2024-10-06,EUR,21434.35,19346.25
104445,2025-03-19,SUP-009,MAT-232,2025-04-18,2025-04-12,USD,9838.37,9598.25
104446,2025-01-07,SUP-005,MAT-218,2025-01-28,2025-01-28,USD,11957.49,12714.07
104447,2025-01-05,SUP-025,MAT-220,2025-02-07,2025-02-10,USD,16318.53,19086.8
104448,2024-02-13,SUP-008,MAT-212,2024-03-20,2024-03-23,USD,2858.25,2958.87
104449,2025-03-03,SUP-012,MAT-219,2025-04-13,2025-04-08,USD,11689.5,11443.31
104450,2024-03-30,SUP-024,MAT-229,2024-04-26,2024-04-28,USD,2679.79,2770.24
104451,2024-09-22,SUP-023,MAT-225,2024-10-25,2024-10-28,USD,4648.39,4558.46
104452,2025-03-28,SUP-005,MAT-221,2025-05-07,2025-05-01,USD,22801.8,20698.67
104453,2025-02-19,SUP-012,MAT-240,2025-03-17,2025-03-11,USD,22801.6,25046.72
104454,2025-01-22,SUP-008,MAT-225,2025-02-27,2025-02-28,USD,19406.39,18458.05
104455,2025-02-21,SUP-012,MAT-220,2025-03-07,2025-03-12,USD,19457.84,21615.1
104456,2024-10-03,SUP-018,MAT-204,2024-10-31,2024-11-04,EUR,7123.69,6902.84
104457,2024-10-03,SUP-019,MAT-204,2024-11-10,2024-11-12,USD,14475.29,13129.3
104458,2025-01-04,SUP-013,MAT-226,2025-02-12,2025-02-21,USD,16720.96,17375.06
104459,2024-07-08,SUP-020,MAT-232,2024-08-16,2024-08-21,USD,14202.02,13468.51
104460,2024-07-11,SUP-027,MAT-201,2024-08-11,2024-08-12,USD,17795.44,17569.24
104461,2024-07-31,SUP-023,MAT-212,2024-08-31,2024-08-25,USD,12205.09,13431.57
104462,2025-04-27,SUP-017,MAT-216,2025-05-29,2025-06-01,USD,19096.22,18849.64
104463,2024-09-14,SUP-012,MAT-233,2024-10-14,2024-10-15,EUR,5442.61,5711.56
104464,2024-03-06,SUP-029,MAT-206,2024-03-26,2024-03-25,USD,10137.74,10203.34
104465,2025-01-16,SUP-027,MAT-238,2025-02-06,2025-02-01,USD,24051.95,24314.6
104466,2024-12-05,SUP-010,MAT-225,2025-01-17,2025-01-20,EUR,18643.5,19747.5
104467,2024-11-25,SUP-031,MAT-210,2024-12-09,2024-12-08,USD,22077.17,23341.2
104468,2024-02-21,SUP-034,MAT-227,2024-03-06,2024-02-27,USD,7357.62,7421.44
104469,2025-02-17,SUP-023,MAT-203,2025-03-31,2025-03-30,USD,10385.91,9528.03
104470,2024-07-01,SUP-002,MAT-205,2024-07-23,,USD,4020.44,4143.66
104471,2025-06-22,SUP-012,MAT-208,2025-08-02,2025-08-13,USD,6760.41,7787.65
104472,2024-12-25,SUP-031,MAT-219,2025-01-07,2024-12-30,EUR,13612.61,13721.4
104473,2024-11-16,SUP-030,MAT-208,2024-11-26,2024-11-28,USD,9978.33,10540.81
104474,2025-02-09,SUP-017,MAT-207,2025-03-15,2025-03-10,USD,11795.16,11397.86
104475,2025-06-15,SUP-018,MAT-224,2025-07-22,2025-07-22,USD,17364.75,19807.51
104476,2024-06-11,SUP-005,MAT-205,2024-06-27,2024-06-27,EUR,20166.57,20905.6
104477,2025-04-14,SUP-023,MAT-212,2025-05-26,2025-05-28,EUR,15067.75,16071.87
104478,2024-03-07,SUP-033,MAT-204,2024-03-18,2024-03-22,USD,3569.86,3086.55
104479,2025-02-21,SUP-019,MAT-231,2025-03-30,2025-04-07,USD,6738.65,6179.58
104480,2025-01-13,SUP-025,MAT-225,2025-02-06,2025-02-16,USD,15220.35,15931.94
104481,2025-03-22,SUP-006,MAT-205,2025-04-26,2025-04-30,USD,2999.56,3180.76
104482,2025-03-20,SUP-030,MAT-237,2025-04-18,2025-04-23,EUR,17864.32,18399.67
104483,2024-02-11,SUP-011,MAT-231,2024-02-18,2024-02-14,USD,14914.47,16477.86
104484,2025-02-27,SUP-003,MAT-235,2025-03-21,2025-04-07,USD,11136.56,11326.71
104485,2024-05-02,SUP-010,MAT-226,2024-06-11,2024-06-09,USD,12013.82,13174.6
104486,2024-07-15,SUP-023,MAT-203,2024-08-03,2024-07-30,USD,9773.98,11126.31
104487,2025-02-21,SUP-023,MAT-224,2025-04-03,2025-03-31,USD,14155.22,13335.6
104488,2025-05-09,SUP-014,MAT-205,2025-05-19,2025-05-22,USD,9411.76,8658.75
104489,2024-11-23,SUP-016,MAT-240,2024-12-03,2024-12-01,USD,16357.87,17463.58
104490,2024-11-20,SUP-020,MAT-226,2025-01-03,2025-01-12,USD,8263.03,7439.02
104491,2024-04-20,SUP-030,MAT-237,2024-05-04,2024-05-06,EUR,10673.28,9270.37
104492,2024-10-20,SUP-037,MAT-206,2024-11-08,2024-11-10,USD,6680.86,6729.33
104493,2025-02-15,SUP-011,MAT-238,2025-03-02,2025-03-01,USD,16512.0,15681.02
104494,2025-05-07,SUP-022,MAT-233,2025-05-31,2025-05-31,EUR,10143.12,10101.65
104495,2024-08-25,SUP-013,MAT-214,2024-10-03,2024-10-10,USD,22412.52,25919.45
104496,2025-01-02,SUP-004,MAT-234,2025-01-27,2025-01-31,USD,18928.74,17238.04
104497,2024-06-14,SUP-036,MAT-228,2024-06-26,2024-06-30,EUR,4318.18,4081.84
104498,2025-06-14,SUP-001,MAT-237,2025-07-19,2025-07-14,EUR,12151.73,12138.29
104499,2025-06-10,SUP-018,MAT-219,2025-07-16,2025-07-14,USD,10847.54,11040.57
104500,2024-11-06,SUP-006,MAT-221,2024-11-23,2024-12-11,USD,16961.48,15993.08
104501,2025-01-02,SUP-018,MAT-207,2025-01-26,2025-01-25,USD,21802.33,21674.14
104502,2025-06-02,SUP-023,MAT-224,2025-06-19,2025-06-19,USD,18539.95,19232.5
104503,2024-04-06,SUP-015,MAT-205,2024-05-12,2024-05-20,USD,24413.5,23180.76
104504,2024-10-07,SUP-036,MAT-202,2024-11-17,2024-11-17,USD,12318.25,11887.87
104505,2024-04-29,SUP-015,MAT-223,2024-05-17,2024-05-15,USD,8015.16,8131.82
104506,2024-11-28,SUP-019,MAT-205,2024-12-29,2024-12-30,USD,2346.53,2185.67
104507,2025-02-20,SUP-039,MAT-211,2025-03-22,2025-04-02,EUR,14175.14,12743.46
104508,2024-12-04,SUP-021,MAT-220,2025-01-17,2025-01-19,EUR,22953.5,22517.62
104509,2024-01-13,SUP-009,MAT-209,2024-01-20,2024-01-18,EUR,18435.68,19605.83
104510,2024-02-26,SUP-034,MAT-207,2024-04-10,2024-04-05,USD,5134.77,5974.44
104511,2025-03-26,SUP-039,MAT-215,2025-05-01,2025-05-02,EUR,2627.68,2679.91
104512,2025-02-06,SUP-031,MAT-240,2025-03-06,2025-03-06,USD,21386.26,22934.05
104513,2024-01-09,SUP-007,MAT-230,2024-01-21,2024-01-28,EUR,20959.0,22758.82
104514,2025-02-05,SUP-004,MAT-240,2025-02-17,2025-02-11,EUR,22441.01,20010.34
104515,2024-08-25,SUP-021,MAT-213,2024-09-29,2024-09-25,USD,17762.84,18863.18
104516,2024-01-25,SUP-022,MAT-236,2024-02-04,2024-02-06,USD,17970.84,17438.05
104517,2025-04-14,SUP-010,MAT-220,2025-05-07,2025-05-10,USD,8825.34,9687.74
104518,2025-01-28,SUP-027,MAT-202,2025-02-28,2025-03-02,USD,13585.71,13526.43
104519,2024-08-23,SUP-005,MAT-224,2024-09-12,2024-09-17,EUR,9840.54,8847.29
104520,2024-01-15,SUP-030,MAT-219,2024-01-29,2024-02-01,USD,12894.38,13704.26
104521,2024-08-26,SUP-007,MAT-204,2024-09-28,2024-10-01,EUR,12460.47,15355.25
104522,2024-11-11,SUP-021,MAT-217,2024-12-09,2024-12-15,USD,10873.8,12254.96
104523,2024-09-02,SUP-025,MAT-230,2024-10-03,2024-10-06,EUR,18242.91,19118.64
104524,2025-06-16,SUP-024,MAT-230,2025-07-19,2025-07-14,EUR,5614.37,6171.69
104525,2024-06-04,SUP-005,MAT-240,2024-07-07,2024-07-15,USD,11740.99,12545.29
104526,2024-08-22,SUP-037,MAT-232,2024-09-26,2024-10-02,USD,13555.66,13618.43
104527,2025-02-06,SUP-018,MAT-216,2025-03-15,2025-03-09,USD,15233.63,15095.04
104528,2024-09-14,SUP-027,MAT-233,2024-10-15,2024-10-14,EUR,17825.49,19767.73
104529,2024-05-21,SUP-010,MAT-239,2024-07-04,2024-07-08,USD,18982.78,18793.19
104530,2024-09-05,SUP-028,MAT-204,2024-10-08,2024-10-09,USD,5817.62,5587.26
104531,2025-02-24,SUP-020,MAT-215,2025-03-27,2025-04-14,USD,15950.87,16133.59
104532,2024-09-28,SUP-023,MAT-228,2024-10-24,2024-10-24,USD,7970.27,8032.41
104533,2025-05-18,SUP-005,MAT-214,2025-05-27,2025-06-06,USD,17263.72,16479.99
104534,2024-02-13,SUP-019,MAT-238,2024-02-29,2024-03-04,USD,14317.16,14878.53
104535,2024-02-05,SUP-006,MAT-230,2024-02-26,2024-03-08,USD,7383.79,7638.88
104536,2024-01-10,SUP-025,MAT-215,2024-02-13,2024-02-10,USD,13699.67,14343.54
104537,2024-01-07,SUP-005,MAT-217,2024-02-16,2024-02-17,USD,8589.77,7988.35
104538,2024-06-01,SUP-029,MAT-218,2024-07-11,2024-07-17,USD,6698.86,7682.12
104539,2025-02-13,SUP-039,MAT-238,2025-03-28,2025-04-04,USD,22565.88,25931.56
104540,2025-01-26,SUP-024,MAT-202,2025-02-27,2025-03-05,USD,7452.88,7756.56
104541,2025-02-20,SUP-005,MAT-202,2025-03-01,2025-03-03,USD,8716.31,8738.96
104542,2025-02-03,SUP-024,MAT-223,2025-02-20,2025-02-26,EUR,12695.45,13770.33
104543,2024-05-08,SUP-019,MAT-232,2024-06-16,2024-06-17,EUR,10097.61,9487.58
104544,2024-05-12,SUP-024,MAT-223,2024-06-18,2024-06-29,USD,6373.88,7545.68
104545,2024-06-29,SUP-024,MAT-225,2024-07-24,2024-07-21,USD,23795.0,22122.48
104546,2024-02-24,SUP-014,MAT-218,2024-03-08,2024-03-09,USD,12297.2,14082.46
104547,2024-04-26,SUP-012,MAT-204,2024-06-05,2024-06-08,USD,6880.74,5800.1
104548,2024-02-18,SUP-004,MAT-206,2024-03-22,2024-03-24,USD,3328.31,3464.77
104549,2024-03-28,SUP-038,MAT-203,2024-04-17,2024-04-15,USD,2360.54,2356.29
104550,2024-10-18,SUP-040,MAT-209,2024-11-17,2024-11-20,USD,5441.42,5295.5
104551,2024-06-18,SUP-001,MAT-221,2024-06-28,2024-06-29,EUR,13961.03,12557.48
104552,2024-04-20,SUP-016,MAT-206,2024-05-28,2024-05-25,USD,16131.73,16902.61
104553,2024-02-10,SUP-024,MAT-215,2024-03-02,2024-02-29,USD,24630.62,24651.81
104554,2024-02-01,SUP-039,MAT-215,2024-03-05,2024-03-13,EUR,12019.68,13056.87
104555,2024-08-20,SUP-038,MAT-233,2024-09-01,2024-09-05,USD,19430.24,21340.75
104556,2024-12-07,SUP-031,MAT-202,2025-01-12,2025-01-15,USD,9360.5,9458.71
104557,2025-02-23,SUP-034,MAT-228,2025-03-26,2025-03-26,USD,21026.07,21210.76
104558,2025-05-02,SUP-027,MAT-233,2025-05-25,2025-05-21,EUR,5733.08,5484.49
104559,2025-01-16,SUP-023,MAT-202,2025-02-23,2025-02-19,USD,6426.09,6013.95
104560,2025-04-02,SUP-039,MAT-210,2025-04-29,2025-04-22,EUR,6965.06,6451.36
104561,2024-06-30,SUP-027,MAT-216,2024-07-25,2024-07-24,USD,2782.06,2709.3
104562,2024-02-05,SUP-007,MAT-221,2024-03-10,,USD,9486.04,10122.06
104563,2024-07-07,SUP-033,MAT-232,2024-07-14,2024-07-12,USD,6568.0,6802.93
104564,2024-10-10,SUP-005,MAT-218,2024-10-23,2024-10-23,USD,5798.47,5804.5
104565,2025-05-12,SUP-006,MAT-240,2025-06-04,2025-06-05,USD,2011.97,1912.75
104566,2025-04-06,SUP-015,MAT-223,2025-05-10,2025-05-13,USD,24782.43,23104.99
104567,2024-12-31,SUP-019,MAT-236,2025-02-13,2025-02-20,EUR,7969.01,8009.39
104568,2024-07-26,SUP-027,MAT-223,2024-09-08,2024-09-10,EUR,19398.58,21081.87
104569,2024-06-21,SUP-019,MAT-240,2024-07-24,2024-07-24,USD,5486.07,5803.69
104570,2024-05-18,SUP-013,MAT-203,2024-05-31,2024-06-05,USD,16158.35,16774.84
104571,2024-06-28,SUP-016,MAT-213,2024-07-05,2024-07-11,USD,17981.72,17871.47
104572,2024-02-29,SUP-010,MAT-205,2024-03-12,2024-03-13,USD,12879.76,12867.84
104573,2024-02-21,SUP-007,MAT-200,2024-03-15,2024-03-11,USD,9286.65,8871.63
104574,2024-10-04,SUP-037,MAT-220,2024-11-14,2024-11-12,USD,19641.88,19029.91
104575,2024-08-03,SUP-029,MAT-233,2024-08-14,2024-08-17,USD,24342.73,26809.65
104576,2024-08-28,SUP-033,MAT-203,2024-09-20,2024-09-21,USD,23231.33,21479.29
104577,2024-03-09,SUP-035,MAT-230,2024-04-09,2024-04-05,USD,22794.27,20811.64
104578,2025-03-16,SUP-011,MAT-210,2025-04-22,2025-04-29,USD,19100.44,19235.79
104579,2024-03-12,SUP-025,MAT-232,2024-04-11,2024-04-08,USD,22493.1,25732.42
104580,2024-10-31,SUP-026,MAT-218,2024-11-24,2024-11-22,USD,23464.42,22506.26
104581,2024-02-24,SUP-027,MAT-219,2024-03-03,2024-03-10,EUR,2655.46,2497.53
104582,2025-03-13,SUP-030,MAT-207,2025-04-05,2025-04-04,USD,13630.63,13790.26
104583,2024-03-27,SUP-023,MAT-234,2024-05-05,2024-05-11,USD,6595.56,6672.3
104584,2024-12-17,SUP-024,MAT-220,2025-01-15,2025-01-15,EUR,14301.3,13019.18
104585,2024-07-02,SUP-012,MAT-235,2024-07-10,2024-07-14,EUR,4991.41,5431.99
104586,2024-10-20,SUP-029,MAT-218,2024-11-19,2024-11-21,USD,24348.91,25327.76
104587,2024-03-14,SUP-028,MAT-203,2024-04-08,2024-04-13,EUR,3632.96,3760.58
104588,2024-09-04,SUP-020,MAT-238,2024-09-13,2024-09-24,USD,12423.83,14984.3
104589,2024-08-19,SUP-021,MAT-223,2024-09-27,2024-09-28,USD,23619.95,24735.83
104590,2024-07-14,SUP-002,MAT-211,2024-08-06,2024-08-01,USD,9825.87,10481.0
104591,2024-10-11,SUP-019,MAT-232,2024-11-07,2024-11-06,USD,24272.04,23835.32
104592,2024-06-25,SUP-009,MAT-225,2024-07-20,2024-07-23,EUR,21877.16,22961.15
104593,2024-11-19,SUP-039,MAT-220,2024-12-14,2024-12-20,USD,14214.75,16940.09
104594,2024-11-01,SUP-024,MAT-234,2024-12-13,2024-12-16,EUR,15589.65,16602.06
104595,2024-01-28,SUP-004,MAT-218,2024-02-08,2024-02-14,USD,23183.54,26837.49
104596,2024-01-28,SUP-013,MAT-211,2024-02-13,2024-02-16,USD,22634.04,23797.11
104597,2024-02-12,SUP-023,MAT-213,2024-03-02,2024-03-08,USD,8367.5,8504.54
104598,2025-02-27,SUP-016,MAT-209,2025-03-16,2025-03-18,USD,15791.2,14478.54
104599,2024-08-22,SUP-034,MAT-222,2024-09-23,2024-10-02,USD,9767.16,10897.68
104600,2025-06-06,SUP-036,MAT-209,2025-07-11,2025-07-13,USD,21970.63,22695.31
104601,2024-02-23,SUP-008,MAT-206,2024-03-29,2024-03-29,USD,23150.59,25971.93
104602,2024-12-19,SUP-021,MAT-231,2025-01-07,2025-01-06,USD,23101.62,20613.76
104603,2024-02-07,SUP-014,MAT-207,2024-03-15,2024-03-15,USD,21529.57,23711.24
104604,2024-06-05,SUP-002,MAT-229,2024-07-09,2024-07-13,EUR,18330.36,19048.08
104605,2025-06-29,SUP-010,MAT-235,2025-07-19,2025-08-01,EUR,8314.16,8568.7
104606,2024-02-25,SUP-035,MAT-211,2024-03-05,2024-03-02,USD,12144.05,13072.79
104607,2024-06-16,SUP-034,MAT-236,2024-06-29,2024-06-25,USD,22582.95,24867.38
104608,2025-04-01,SUP-032,MAT-217,2025-04-18,2025-04-22,EUR,17968.99,20822.61
104609,2024-03-26,SUP-028,MAT-213,2024-04-15,2024-04-19,EUR,13855.71,14377.19
104610,2024-02-15,SUP-003,MAT-228,2024-03-18,2024-03-20,USD,24671.16,26013.1
104611,2025-02-12,SUP-017,MAT-221,2025-02-21,2025-02-23,USD,18086.19,19613.65
